Username,Complaint,Date,Company,Issue_type
@TheSolape,"  My Uber driver today told me how he wanted to join the protest because SARS killed his younger brother, 3 days after he turned 18 in 2006. 

They didn’t just start brutalizing and killing people; they didn’t just start hurting the loved ones of these people! 

#SARSMUSTEND
",14-10-2020,uber,driver
@JhonTrade,"  We find the 100% runners BEFORE the crowd!
Chatroom:discord.gg/9BKMRJc
$ACB $NVAX $MRNA $CGC $DKNG $AAL $SAVE $UAL $WORK $PLAY $DOCU $PD $GPS $MDB $ZM $GOOG $GE $BYND $SNAP $SPCE $NFLX $UBER $SHOP $TLRY $AAPL $BA $MSFT $AMZN $TWTR $FB $TSLA $GILD $AMD $GE $W $FREE $SHLL pic.twitter.com/eWUhjxODCS
",14-10-2020,uber,driver
@RossTyl43325794,"  💰Really awesome place for stocks, options, day & swing trading:
 
discord.com/invite/j2BpBwT
$SPY $AAPL $AMZN $TSLA $LULU $JNJ $UBER $V $AAL $SMH $IBIO $WKHS $OPK $AAPL $TSLA $PT $TIF $MOMO $TRIL $ITCI $GAXY $RLFTF $IGEN $GAXY $CCTL $BRTXQ $IDEX $XTRM pic.twitter.com/vfEZUddzpL
",14-10-2020,uber,driver
@SIRATYST,"  US & 7 friendly nations sign Artemis Accords to carve up moon – but satellite is hard to reach without Russia's help — RT USA News rt.com/usa/503415-art… [haha.  #Russia is #USA uber to moon.]
",14-10-2020,uber,driver
@RitoliaSunil,"  hey @Uber_India and @amazonIN haaaaaaaave you met @getsimpl?  #KeepItSimpl
",14-10-2020,uber,driver
@llonillo120390,"  Hi! Get $10 off your first order at Uber Eats and I’ll get something too. Use eats-liezell339ue at checkout. 🎁🌮🍕🍜 ubr.to/EatsGiveGet
",14-10-2020,uber,driver
@jazzydarlingboo,"  These Uber drivers keep canceling @Uber @Uber_Support don’t accept the ride have me wait and then cancel. Like let someone else get the ride and make the money. Don’t waste my time.
",14-10-2020,uber,driver
@SportsChacho,"  Streaming Sports Service: 7$/month 
Uber Eats: $30
Watching a team cheat against the Astros and get away with it: Priceless 

#MLBPlayoffs #karma #MLB pic.twitter.com/Bnm2VTDWEw
",14-10-2020,uber,driver
@BenJohn05984059," $GOLD
@OptionsAction
$gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $tsla $c $amzn $wfc $bac $nclh $snap $ubs $ba $mrna $dxy $amd $nio $baba $fb $uber $nflx $cgc $twtr $gs $jpm $ms $ino $spce $race $tif $lulu $pton $spy $spx $qqq $eurusd $usdjpy $xlf $v $vix $wmt $cnbs $thcx pic.twitter.com/dIEmZfzFiw
",14-10-2020,uber,driver
@BenJohn05984059,"  Ray Dalio Warns of Threat to #Dollar as Reserve Currency - Bloomberg

$gold $dxy $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $okta $sq $amzn $usdchf $uup $ba $z $usdcad $nio $baba $fb $gbpusd $uber $nflx $cgc $twtr $usdjpy $race $spce $eurusd $eem $qqq $spy $spx pic.twitter.com/My2XuVMptM
",14-10-2020,uber,driver
@Vidya61533399,"  hi @Uber_India and @amazonIN plz get pay later option  #KeepItSimpl
",14-10-2020,uber,driver
@mahnrafjtb,"  The #FastFuriousSpyRacers are heading to Rio this season on @Netflix. Celebrate the new season & #SupportLocal with this Uber Eats gift card giveaway from @JaMonkey jamonkey.com/get-a-taste-of…
",14-10-2020,uber,driver
@Reuters,"  California appeals court hears arguments in Uber, Lyft gig worker lawsuit reut.rs/3j55cPT pic.twitter.com/GPXA9gxjYz
",14-10-2020,uber,driver
@BenJohn05984059," $DXY

Head and Shoulders

$gld $gdx $slv $aapl $msft $uup $tsla $amzn $usdchf $crm $ba $usdcad $nio $baba $fb $gbpusd $uber $nflx $bnd $twtr $gold $usdjpy $race $spce $eurusd $eem $qqq $spy $spx $usdtry $xom $tlt $hal $usdcny $vix $cvs $jnj $wmt $f $ge $ubd $jpm $gs $c $ms $xlf pic.twitter.com/E2fzorqBQd
",14-10-2020,uber,driver
@buktop53453455,"  Biacoin is people utility token which is used in purchase of goods and services in Blockchain system both Stores, Hotel Booking, Car Manufacturing Companies, Uber etc.
@airdropblogspot @WisBigEN twitter.com/biacoinofficia…
",14-10-2020,uber,driver
@WISDOMAG3,"  Do you know who a Great Wizard is?
Hmmm  this kind of Wizard is a guy who steals money from his Girlfriend's purse while she was asleep and give it back to her the next morning to take Uber back home. 😂😂😂😂 higher level of Scam
@DKBGHANA1
@ComedianWaris
#comedy
#GhanaComedy
",14-10-2020,uber,driver
@Brick_Suit,"  Arrived at Des Moines Airport. Figured I'd make things challenging for my UBER. pic.twitter.com/sX7OiaadLx
",14-10-2020,uber,driver
@MeowthMoney,"  10/13 
+152 Account up 13%
 $LVGO $BIDU $TSLA $UBER ($PBF was free stock will sell ASAP)
Traded $LVGO 10/16 160C for 60% pic.twitter.com/f8N5nttLQr
",14-10-2020,uber,driver
@TheSolape,"  My Uber driver today told me how he wanted to join the protest because SARS killed his younger brother, 3 days after he turned 18 in 2006. 

They didn’t just start brutalizing and killing people; they didn’t just start hurting the loved ones of these people! 

#SARSMUSTEND
",14-10-2020,uber,driver
@JhonTrade,"  We find the 100% runners BEFORE the crowd!
Chatroom:discord.gg/9BKMRJc
$ACB $NVAX $MRNA $CGC $DKNG $AAL $SAVE $UAL $WORK $PLAY $DOCU $PD $GPS $MDB $ZM $GOOG $GE $BYND $SNAP $SPCE $NFLX $UBER $SHOP $TLRY $AAPL $BA $MSFT $AMZN $TWTR $FB $TSLA $GILD $AMD $GE $W $FREE $SHLL pic.twitter.com/eWUhjxODCS
",14-10-2020,uber,driver
@RossTyl43325794,"  💰Really awesome place for stocks, options, day & swing trading:
 
discord.com/invite/j2BpBwT
$SPY $AAPL $AMZN $TSLA $LULU $JNJ $UBER $V $AAL $SMH $IBIO $WKHS $OPK $AAPL $TSLA $PT $TIF $MOMO $TRIL $ITCI $GAXY $RLFTF $IGEN $GAXY $CCTL $BRTXQ $IDEX $XTRM pic.twitter.com/vfEZUddzpL
",14-10-2020,uber,driver
@SIRATYST,"  US & 7 friendly nations sign Artemis Accords to carve up moon – but satellite is hard to reach without Russia's help — RT USA News rt.com/usa/503415-art… [haha.  #Russia is #USA uber to moon.]
",14-10-2020,uber,driver
@RitoliaSunil,"  hey @Uber_India and @amazonIN haaaaaaaave you met @getsimpl?  #KeepItSimpl
",14-10-2020,uber,driver
@llonillo120390,"  Hi! Get $10 off your first order at Uber Eats and I’ll get something too. Use eats-liezell339ue at checkout. 🎁🌮🍕🍜 ubr.to/EatsGiveGet
",14-10-2020,uber,driver
@jazzydarlingboo,"  These Uber drivers keep canceling @Uber @Uber_Support don’t accept the ride have me wait and then cancel. Like let someone else get the ride and make the money. Don’t waste my time.
",14-10-2020,uber,driver
@SportsChacho,"  Streaming Sports Service: 7$/month 
Uber Eats: $30
Watching a team cheat against the Astros and get away with it: Priceless 

#MLBPlayoffs #karma #MLB pic.twitter.com/Bnm2VTDWEw
",14-10-2020,uber,driver
@BenJohn05984059," $GOLD
@OptionsAction
$gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $tsla $c $amzn $wfc $bac $nclh $snap $ubs $ba $mrna $dxy $amd $nio $baba $fb $uber $nflx $cgc $twtr $gs $jpm $ms $ino $spce $race $tif $lulu $pton $spy $spx $qqq $eurusd $usdjpy $xlf $v $vix $wmt $cnbs $thcx pic.twitter.com/dIEmZfzFiw
",14-10-2020,uber,driver
@BenJohn05984059,"  Ray Dalio Warns of Threat to #Dollar as Reserve Currency - Bloomberg

$gold $dxy $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $okta $sq $amzn $usdchf $uup $ba $z $usdcad $nio $baba $fb $gbpusd $uber $nflx $cgc $twtr $usdjpy $race $spce $eurusd $eem $qqq $spy $spx pic.twitter.com/My2XuVMptM
",14-10-2020,uber,driver
@Vidya61533399,"  hi @Uber_India and @amazonIN plz get pay later option  #KeepItSimpl
",14-10-2020,uber,driver
@mahnrafjtb,"  The #FastFuriousSpyRacers are heading to Rio this season on @Netflix. Celebrate the new season & #SupportLocal with this Uber Eats gift card giveaway from @JaMonkey jamonkey.com/get-a-taste-of…
",14-10-2020,uber,driver
@Reuters,"  California appeals court hears arguments in Uber, Lyft gig worker lawsuit reut.rs/3j55cPT pic.twitter.com/GPXA9gxjYz
",14-10-2020,uber,driver
@BenJohn05984059," $DXY

Head and Shoulders

$gld $gdx $slv $aapl $msft $uup $tsla $amzn $usdchf $crm $ba $usdcad $nio $baba $fb $gbpusd $uber $nflx $bnd $twtr $gold $usdjpy $race $spce $eurusd $eem $qqq $spy $spx $usdtry $xom $tlt $hal $usdcny $vix $cvs $jnj $wmt $f $ge $ubd $jpm $gs $c $ms $xlf pic.twitter.com/E2fzorqBQd
",14-10-2020,uber,driver
@buktop53453455,"  Biacoin is people utility token which is used in purchase of goods and services in Blockchain system both Stores, Hotel Booking, Car Manufacturing Companies, Uber etc.
@airdropblogspot @WisBigEN twitter.com/biacoinofficia…
",14-10-2020,uber,driver
@WISDOMAG3,"  Do you know who a Great Wizard is?
Hmmm  this kind of Wizard is a guy who steals money from his Girlfriend's purse while she was asleep and give it back to her the next morning to take Uber back home. 😂😂😂😂 higher level of Scam
@DKBGHANA1
@ComedianWaris
#comedy
#GhanaComedy
",14-10-2020,uber,driver
@Brick_Suit,"  Arrived at Des Moines Airport. Figured I'd make things challenging for my UBER. pic.twitter.com/sX7OiaadLx
",14-10-2020,uber,driver
@MeowthMoney,"  10/13 
+152 Account up 13%
 $LVGO $BIDU $TSLA $UBER ($PBF was free stock will sell ASAP)
Traded $LVGO 10/16 160C for 60% pic.twitter.com/f8N5nttLQr
",14-10-2020,uber,driver
@TheSolape,"  My Uber driver today told me how he wanted to join the protest because SARS killed his younger brother, 3 days after he turned 18 in 2006. 

They didn’t just start brutalizing and killing people; they didn’t just start hurting the loved ones of these people! 

#SARSMUSTEND
",14-10-2020,uber,driver
@JhonTrade,"  We find the 100% runners BEFORE the crowd!
Chatroom:discord.gg/9BKMRJc
$ACB $NVAX $MRNA $CGC $DKNG $AAL $SAVE $UAL $WORK $PLAY $DOCU $PD $GPS $MDB $ZM $GOOG $GE $BYND $SNAP $SPCE $NFLX $UBER $SHOP $TLRY $AAPL $BA $MSFT $AMZN $TWTR $FB $TSLA $GILD $AMD $GE $W $FREE $SHLL pic.twitter.com/eWUhjxODCS
",14-10-2020,uber,driver
@RossTyl43325794,"  💰Really awesome place for stocks, options, day & swing trading:
 
discord.com/invite/j2BpBwT
$SPY $AAPL $AMZN $TSLA $LULU $JNJ $UBER $V $AAL $SMH $IBIO $WKHS $OPK $AAPL $TSLA $PT $TIF $MOMO $TRIL $ITCI $GAXY $RLFTF $IGEN $GAXY $CCTL $BRTXQ $IDEX $XTRM pic.twitter.com/vfEZUddzpL
",14-10-2020,uber,driver
@SIRATYST,"  US & 7 friendly nations sign Artemis Accords to carve up moon – but satellite is hard to reach without Russia's help — RT USA News rt.com/usa/503415-art… [haha.  #Russia is #USA uber to moon.]
",14-10-2020,uber,driver
@RitoliaSunil,"  hey @Uber_India and @amazonIN haaaaaaaave you met @getsimpl?  #KeepItSimpl
",14-10-2020,uber,driver
@llonillo120390,"  Hi! Get $10 off your first order at Uber Eats and I’ll get something too. Use eats-liezell339ue at checkout. 🎁🌮🍕🍜 ubr.to/EatsGiveGet
",14-10-2020,uber,driver
@jazzydarlingboo,"  These Uber drivers keep canceling @Uber @Uber_Support don’t accept the ride have me wait and then cancel. Like let someone else get the ride and make the money. Don’t waste my time.
",14-10-2020,uber,driver
@SportsChacho,"  Streaming Sports Service: 7$/month 
Uber Eats: $30
Watching a team cheat against the Astros and get away with it: Priceless 

#MLBPlayoffs #karma #MLB pic.twitter.com/Bnm2VTDWEw
",14-10-2020,uber,driver
@BenJohn05984059," $GOLD
@OptionsAction
$gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $tsla $c $amzn $wfc $bac $nclh $snap $ubs $ba $mrna $dxy $amd $nio $baba $fb $uber $nflx $cgc $twtr $gs $jpm $ms $ino $spce $race $tif $lulu $pton $spy $spx $qqq $eurusd $usdjpy $xlf $v $vix $wmt $cnbs $thcx pic.twitter.com/dIEmZfzFiw
",14-10-2020,uber,driver
@BenJohn05984059,"  Ray Dalio Warns of Threat to #Dollar as Reserve Currency - Bloomberg

$gold $dxy $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $okta $sq $amzn $usdchf $uup $ba $z $usdcad $nio $baba $fb $gbpusd $uber $nflx $cgc $twtr $usdjpy $race $spce $eurusd $eem $qqq $spy $spx pic.twitter.com/My2XuVMptM
",14-10-2020,uber,driver
@Vidya61533399,"  hi @Uber_India and @amazonIN plz get pay later option  #KeepItSimpl
",14-10-2020,uber,driver
@mahnrafjtb,"  The #FastFuriousSpyRacers are heading to Rio this season on @Netflix. Celebrate the new season & #SupportLocal with this Uber Eats gift card giveaway from @JaMonkey jamonkey.com/get-a-taste-of…
",14-10-2020,uber,driver
@Reuters,"  California appeals court hears arguments in Uber, Lyft gig worker lawsuit reut.rs/3j55cPT pic.twitter.com/GPXA9gxjYz
",14-10-2020,uber,driver
@BenJohn05984059," $DXY

Head and Shoulders

$gld $gdx $slv $aapl $msft $uup $tsla $amzn $usdchf $crm $ba $usdcad $nio $baba $fb $gbpusd $uber $nflx $bnd $twtr $gold $usdjpy $race $spce $eurusd $eem $qqq $spy $spx $usdtry $xom $tlt $hal $usdcny $vix $cvs $jnj $wmt $f $ge $ubd $jpm $gs $c $ms $xlf pic.twitter.com/E2fzorqBQd
",14-10-2020,uber,driver
@buktop53453455,"  Biacoin is people utility token which is used in purchase of goods and services in Blockchain system both Stores, Hotel Booking, Car Manufacturing Companies, Uber etc.
@airdropblogspot @WisBigEN twitter.com/biacoinofficia…
",14-10-2020,uber,driver
@WISDOMAG3,"  Do you know who a Great Wizard is?
Hmmm  this kind of Wizard is a guy who steals money from his Girlfriend's purse while she was asleep and give it back to her the next morning to take Uber back home. 😂😂😂😂 higher level of Scam
@DKBGHANA1
@ComedianWaris
#comedy
#GhanaComedy
",14-10-2020,uber,driver
@Brick_Suit,"  Arrived at Des Moines Airport. Figured I'd make things challenging for my UBER. pic.twitter.com/sX7OiaadLx
",14-10-2020,uber,driver
@MeowthMoney,"  10/13 
+152 Account up 13%
 $LVGO $BIDU $TSLA $UBER ($PBF was free stock will sell ASAP)
Traded $LVGO 10/16 160C for 60% pic.twitter.com/f8N5nttLQr
",14-10-2020,uber,driver
@TheSolape,"  My Uber driver today told me how he wanted to join the protest because SARS killed his younger brother, 3 days after he turned 18 in 2006. 

They didn’t just start brutalizing and killing people; they didn’t just start hurting the loved ones of these people! 

#SARSMUSTEND
",14-10-2020,uber,driver
@JhonTrade,"  We find the 100% runners BEFORE the crowd!
Chatroom:discord.gg/9BKMRJc
$ACB $NVAX $MRNA $CGC $DKNG $AAL $SAVE $UAL $WORK $PLAY $DOCU $PD $GPS $MDB $ZM $GOOG $GE $BYND $SNAP $SPCE $NFLX $UBER $SHOP $TLRY $AAPL $BA $MSFT $AMZN $TWTR $FB $TSLA $GILD $AMD $GE $W $FREE $SHLL pic.twitter.com/eWUhjxODCS
",14-10-2020,uber,driver
@RossTyl43325794,"  💰Really awesome place for stocks, options, day & swing trading:
 
discord.com/invite/j2BpBwT
$SPY $AAPL $AMZN $TSLA $LULU $JNJ $UBER $V $AAL $SMH $IBIO $WKHS $OPK $AAPL $TSLA $PT $TIF $MOMO $TRIL $ITCI $GAXY $RLFTF $IGEN $GAXY $CCTL $BRTXQ $IDEX $XTRM pic.twitter.com/vfEZUddzpL
",14-10-2020,uber,driver
@SIRATYST,"  US & 7 friendly nations sign Artemis Accords to carve up moon – but satellite is hard to reach without Russia's help — RT USA News rt.com/usa/503415-art… [haha.  #Russia is #USA uber to moon.]
",14-10-2020,uber,driver
@RitoliaSunil,"  hey @Uber_India and @amazonIN haaaaaaaave you met @getsimpl?  #KeepItSimpl
",14-10-2020,uber,driver
@llonillo120390,"  Hi! Get $10 off your first order at Uber Eats and I’ll get something too. Use eats-liezell339ue at checkout. 🎁🌮🍕🍜 ubr.to/EatsGiveGet
",14-10-2020,uber,driver
@jazzydarlingboo,"  These Uber drivers keep canceling @Uber @Uber_Support don’t accept the ride have me wait and then cancel. Like let someone else get the ride and make the money. Don’t waste my time.
",14-10-2020,uber,driver
@SportsChacho,"  Streaming Sports Service: 7$/month 
Uber Eats: $30
Watching a team cheat against the Astros and get away with it: Priceless 

#MLBPlayoffs #karma #MLB pic.twitter.com/Bnm2VTDWEw
",14-10-2020,uber,driver
@BenJohn05984059," $GOLD
@OptionsAction
$gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $tsla $c $amzn $wfc $bac $nclh $snap $ubs $ba $mrna $dxy $amd $nio $baba $fb $uber $nflx $cgc $twtr $gs $jpm $ms $ino $spce $race $tif $lulu $pton $spy $spx $qqq $eurusd $usdjpy $xlf $v $vix $wmt $cnbs $thcx pic.twitter.com/dIEmZfzFiw
",14-10-2020,uber,driver
@BenJohn05984059,"  Ray Dalio Warns of Threat to #Dollar as Reserve Currency - Bloomberg

$gold $dxy $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $okta $sq $amzn $usdchf $uup $ba $z $usdcad $nio $baba $fb $gbpusd $uber $nflx $cgc $twtr $usdjpy $race $spce $eurusd $eem $qqq $spy $spx pic.twitter.com/My2XuVMptM
",14-10-2020,uber,driver
@Vidya61533399,"  hi @Uber_India and @amazonIN plz get pay later option  #KeepItSimpl
",14-10-2020,uber,driver
@mahnrafjtb,"  The #FastFuriousSpyRacers are heading to Rio this season on @Netflix. Celebrate the new season & #SupportLocal with this Uber Eats gift card giveaway from @JaMonkey jamonkey.com/get-a-taste-of…
",14-10-2020,uber,driver
@Reuters,"  California appeals court hears arguments in Uber, Lyft gig worker lawsuit reut.rs/3j55cPT pic.twitter.com/GPXA9gxjYz
",14-10-2020,uber,driver
@BenJohn05984059," $DXY

Head and Shoulders

$gld $gdx $slv $aapl $msft $uup $tsla $amzn $usdchf $crm $ba $usdcad $nio $baba $fb $gbpusd $uber $nflx $bnd $twtr $gold $usdjpy $race $spce $eurusd $eem $qqq $spy $spx $usdtry $xom $tlt $hal $usdcny $vix $cvs $jnj $wmt $f $ge $ubd $jpm $gs $c $ms $xlf pic.twitter.com/E2fzorqBQd
",14-10-2020,uber,driver
@buktop53453455,"  Biacoin is people utility token which is used in purchase of goods and services in Blockchain system both Stores, Hotel Booking, Car Manufacturing Companies, Uber etc.
@airdropblogspot @WisBigEN twitter.com/biacoinofficia…
",14-10-2020,uber,driver
@WISDOMAG3,"  Do you know who a Great Wizard is?
Hmmm  this kind of Wizard is a guy who steals money from his Girlfriend's purse while she was asleep and give it back to her the next morning to take Uber back home. 😂😂😂😂 higher level of Scam
@DKBGHANA1
@ComedianWaris
#comedy
#GhanaComedy
",14-10-2020,uber,driver
@Brick_Suit,"  Arrived at Des Moines Airport. Figured I'd make things challenging for my UBER. pic.twitter.com/sX7OiaadLx
",14-10-2020,uber,driver
@MeowthMoney,"  10/13 
+152 Account up 13%
 $LVGO $BIDU $TSLA $UBER ($PBF was free stock will sell ASAP)
Traded $LVGO 10/16 160C for 60% pic.twitter.com/f8N5nttLQr
",14-10-2020,uber,driver
@TheSolape,"  My Uber driver today told me how he wanted to join the protest because SARS killed his younger brother, 3 days after he turned 18 in 2006. 

They didn’t just start brutalizing and killing people; they didn’t just start hurting the loved ones of these people! 

#SARSMUSTEND
",14-10-2020,uber,driver
@JhonTrade,"  We find the 100% runners BEFORE the crowd!
Chatroom:discord.gg/9BKMRJc
$ACB $NVAX $MRNA $CGC $DKNG $AAL $SAVE $UAL $WORK $PLAY $DOCU $PD $GPS $MDB $ZM $GOOG $GE $BYND $SNAP $SPCE $NFLX $UBER $SHOP $TLRY $AAPL $BA $MSFT $AMZN $TWTR $FB $TSLA $GILD $AMD $GE $W $FREE $SHLL pic.twitter.com/eWUhjxODCS
",14-10-2020,uber,driver
@RossTyl43325794,"  💰Really awesome place for stocks, options, day & swing trading:
 
discord.com/invite/j2BpBwT
$SPY $AAPL $AMZN $TSLA $LULU $JNJ $UBER $V $AAL $SMH $IBIO $WKHS $OPK $AAPL $TSLA $PT $TIF $MOMO $TRIL $ITCI $GAXY $RLFTF $IGEN $GAXY $CCTL $BRTXQ $IDEX $XTRM pic.twitter.com/vfEZUddzpL
",14-10-2020,uber,driver
@SIRATYST,"  US & 7 friendly nations sign Artemis Accords to carve up moon – but satellite is hard to reach without Russia's help — RT USA News rt.com/usa/503415-art… [haha.  #Russia is #USA uber to moon.]
",14-10-2020,uber,driver
@RitoliaSunil,"  hey @Uber_India and @amazonIN haaaaaaaave you met @getsimpl?  #KeepItSimpl
",14-10-2020,uber,driver
@llonillo120390,"  Hi! Get $10 off your first order at Uber Eats and I’ll get something too. Use eats-liezell339ue at checkout. 🎁🌮🍕🍜 ubr.to/EatsGiveGet
",14-10-2020,uber,driver
@jazzydarlingboo,"  These Uber drivers keep canceling @Uber @Uber_Support don’t accept the ride have me wait and then cancel. Like let someone else get the ride and make the money. Don’t waste my time.
",14-10-2020,uber,driver
